content,polarity
"@batyol @valenciaplaza Gracias por seguirme. Todas las semanas escribo en @culturplaza, cada míercoles para más señas. ",P
@vmc1385 Muchas gracias atrasadas!! Esto del Twitter hacia que no lo miraba.... Un abrazoteee!! ,P
"Queréis que os ponga stream en 10 minutos con el McCree de mi equipo 

será un stream cortito de 2 horas ^^",NONE
"31 AGOSTO
 DÍA INTERNACIONAL DE LA SOLIDARIDAD
 Porque la solidaridad comienza con una sonrisa   
 ¡Feliz día! https://t.co/XClh0GSjeG",P
@julioinsadji Estás muy calladito por aquí julio... q n puedo poner la radio ,N
"@HuGo17__ @BayonTHE1 Vamos con PAM que preferimos entrenar vs DDH, teneis muy buen lvl bro ",P
"Que guay, el coca cola music de este año es de Meghan Trainor! Ojalá ser rico ",P
@anniebooksx tiene que ser entretenido  tu seras la primera en verlo amore mio 😘,P
"@turu_brujo Mareo y el Molinón siguen en su sitio, todo os parece mal ",N
@harleyftprego me gustaría poder ir y abrazarte para que te sientas mejor❤ ,P
@Jorge_Ruiz14 lo cierto es q estoy en el sofa viendo como se enamoran en first dates ,NONE
"@Mereeia llévame contigo por fi, que yo también monto y casi siempre sola ",N
@mamiauryner1 espero sobretodo tenerla con mi niño  jajajaja. gracias guapa ♥,P
"Estupendo discurso de @joanbaldovi en  #SesionDeInvestidura Ché, la ciudadanía ha tenido voz ",P
"@miguela38331844 Que bonito,y yo tengo una sorpresa para Ti ,que te gustara muchísimo!   ",P
"Me parece q en esta edicion blogs @iAgua la 4a posicion será la + reñida 
@hidrojing @jcponline @MarinaArnaldosO https://t.co/8HLHYxOX55",NEU
La gente se descojona de mi cuando me indigno y no se lo toman en serio ,N
@helen_acks Pos sí que eras tú limitada en encontrar formas de no aburrirse en clase ,N
@dexamina Yo he citado varias veces a Heidegger en tuíter y me meto contigo ,N
@perriestheory NO PONGAS COSAS PRIVADAS nah es que me ha molestado en serio ,N
"@dei_biz Al contrario, me viene genial la corrección para ir mejorando mi inglés ",P
"@marionaral @mjdelrio @AcevAsociacion gracias  
Si lo malo de la verdad es que no necesariamente nos hace felices.",NEU
Menciono a Sofía en cosas bonitas y ella me lo paga bloqueandome por wa ,N
Alguna buena moza que me diga a qué hora y qué días echan Teen Wolf ,NONE
"@sanchezdelreal Sí, es que ya tengo instalada la beta. De momento sólo funcionan en iMessage ",NEU
"AY MI MADRE GRIEZMANN 88 en FIFA 17
Toca ahorrar desde ya para hacerme con él ",P
"Esto es tan surrealista 😂 Pues nada, la cuenta de twitter de PewDiePie a la puta ",N
@luciaanagil illo que ya me han enviado 5 personas diferentes snpachats con palomitas ,NEU
Quiero ir a la festa major de Llinars la semana que viene que es mi pueblesito ,NONE
Creo k es la primera vez k estoy deseando k llegue septiembre de una vez ,P
@gur_pegui @pazborisb @YeOldeNemesis además habrá nueva Estrella de la Muerte. Saldrá por unos 500 euros ,NONE
"No se cuantas veces la abre escuchado, pero no me canso de hacerlo y es que suena tan bien juntos @MisElizaJane 
https://t.co/KVPc6WiIGU",P
"@albeferrando @DGTes Hola Alberto. Tengo la misma problema, he perdido unas horas  ¿Lo has obtenido? #dgtes",N
"@Orion_Pirata abcesos de pus en la espalda, pero coge el alta el día 8. ",NEU
"Más bonito no puede ser 
Por cierto,me alegro mucho por la mención https://t.co/NAm5mf5Nz1",P
@Garabatos ya estás aquí? 😂😂 Esta semana lo tengo complicado pero a la otra vamos ,NEU
"@audreymolgar ay si, pero no puedo cambiar el username y soy un numero raro  aiuda",N
"@Fourty35 



Si mañana sigues malita te dedico una canción.

(Mía no ",NEU
Me instalado la app de @Los40_Spain solo para escuchar @Los40Trending de @ajpaniagua  #algoestacambiando,NONE
@PitDiamondcore  Que cabrones..... puffff  .... Bueno se empieza de nuevo no pasa nada jejej ,NEU
@AlvaroAuryn en noja estuviste genial pero ¿sabes una cosa? Nos vemos en madrid para despedirnos  #askalvarogango,P
"3 años siguiéndote y ni una mención, con lo que te quiero  @AlvaroAuryn  #askalvarogango",N
"Me haces bullying intenso, me vas a hacer caso algún día?  @AlvaroAuryn  #askalvarogango",N
@Lenavg3 jajajaja si si. Buscaré en Pinterest algo así  gracias 😘,P
"@aaron_np @OjeraFarlopera_ @Nerea_RMCF93 somos antifas y bebemos agua de pantanos que hizo Franco.... que pena  
Mira, me meo 😂😂",N
"@LuciaDollface Ya ves, parece un comic más maduro pero el dibujo se delata solo ",NEU
"@UnAustracista @CarlesRH Metáfora=Comparación, que es lo que dije. Un poquito de teoría literaria ",N
"@cantagalli Pasa el link de la mas interesante please, por no ver 5 veces lo mismo ",N
Os recomendamos seguir las listas porque Spotify no nos permite tenerlas públicas y colaborativas al mismo tiempo ,N
@Paco_Pinero Pero ya te digo que me encantaría tener esta conversación contigo en otras circunstancias ,NEU
"#InvestiduraRajoy13tv mi madre¡¡¡ @JoanTarda ya regreso, del viaje astral???¡¡  y el del @eajpnv del interestelar??¡¡",NONE
"@paulakuyen 🐥

-tu pelo
-eres una de mis mejores amigas
-no mereces estar mal por nadie 
-compañera pastel!",NEU
@darthmagnus85 @Will_1981 @En_Marea @mahou_es es tan evidente verdad? que no hacía falta... es cierto. ,NONE
"@JVSantacreu  Gran experta Rosa en freir huevos, parecen gemelos. (a mí no me salen tan iguales) ",P
"Buenos días Magaluf !  👌🏻✅
• @BHmallorca • #BHmallorca#Magaluf #Mallorca #Island #Summer2016… https://t.co/amAnsSDaxI",P
"Buenos días, @eslosiguiente . Lo siguiente de triste es abatido. 
Ánimo que siempre que llueve escampa. ",N
"Nuevo trailer! #PokemonGo en minecraft! Espero que os gusten las pokecasas  os las imaginabais así por dentro? 

https://t.co/D2sH0op1ei",P
"Han llegado las primeras #granadas   La primera ensalada con tintes otoñales cae hoy! 
#eco… https://t.co/DICRGhwe5X",P
@julwiki no sabía que la remasterizada se parecía a la primera temporada de Falcon Crest ,NEU
"@NovatilloTotal ahora escribo las cartas. Seprona no, qué por suerte me han cuidado Pepito muy bien ",P
@anniebooksx pues quiero verla pero quiero leerme el libro primero  lo tengo pendiente😘,NONE
"@RanLuna13 la Odisea es uno de mis libros favoritos, y de Shakespeare por ejemplo me encanta Hamlet ",P
@HausofMai @julenfenty ha sido genial conocerte maite te quiero mucho en serio una monada de chica ,P
"dreamer para siempre  @OfficialCritika @OfficialSaik os quiero chicos 
quier abrazaros https://t.co/oLDFpQ0Cd9",P
@Candiecita tanto tiempo siguiéndote y leyendo las cosas bonitas q ponías y ahora ya no me dejas? ,N
@EspeculacionCP Échate años y muchas horas aprendiendo y practicando  podría ser un buen título.,P
"@LionQueenOfJah No, somos egoístas por distintas circunstancias e intereses. Solos estamos todos socia, es cosa de hacerse ",N
venga ya hombre jope tias yo quiero cosas intensas no me hagais estas preguntas ,N
@manozom @carisimolider No  Justamente el hilo empezó porque yo sostengo que Mason es un pésimo HH.,N
"@BetisFans7 @AntonioViola1 Yo solo por llamar a tu equipo ""EL GRANDE DE SEVILLA"" te bloqueaba Jojojojo ",N
"joder pobres hombres están oprimidos por mujeres que les obligan a afeitarse 
#justice4hombres https://t.co/C09iDQQr39",N
@HijodeBilharzio Tengo la curiosa fortuna de que en estas semanas solo puede ver las etapas del finde ,P
Si Peter Iglesias le hubiese hecho caso a su segundo ya estaría el gobierno solucionado hace mucho ,N
@passion4english Gracias por la info  Lo bueno sería saber si aceptan libros en inglés.,P
@marmana6 mi anterior tweet solo iba por ti que eres la única que ha demostrado conocerme bien ,P
"Nunca vi a nadie gritar de terror ni saltar tanto en tan poco tiempo JAJAJAJAJAJAJAJAJAJAJAJAJA
P no soy cruel, fue con cariño ",N
"Me dice la tía y cuanto tardarias en llegar al carrefour de hortaleza
Y y pues poco, vivo en la plaza de chueca ",N
Voy a echarme una siesta que me duele la cabeza que está que me explota😞. Pasad una buena tarde ,NEU
@jm_allue @PuntoDeVictoria @xavigarriga @PirrakasIPL lo importante es saber cuando! Por si hay que evitar compras foráneas ,NEU
@IchDavos Esta bastante guay porque es muy flexible en cuanto a horarios y tecnica que quieras explorar ,P
"Ensalada de Salmón, una de las ricas propuestas en el menú de hoy  
#MenuDiario #RestauranteCasinoLasPalmas https://t.co/tdhagu3Hgf",P
@shielledfox Jope Ojalá algún día poder hacerte fotos  osea no soy fotógrafo ni nada pero eso,N
"@AlexBellamyLeto cuando queráis os llevamos a un gran lugar para comerlos, a buen precio ",P
"Las Palmas nuevo y modesto líder de 1ª división empieza por ""L"" como Leicester...  #ahílodejo ",P
"@HurricaneOfFire Estoy recuperándome del vídeo y el momento ""(bird shit)""
Parece una parodia de sí mismo ",N
"Donde desde los #Over25, parte como una de las aspirantes con grandes opciones de llegar a las galas...  

https://t.co/IUKuoWSlE8",P
"Buenos días. Lunes duro de vuelta al trabajo, al calor, al metro, a los madrugones y a la rutina 
#BuenosDias",N
Necesito seguir a mas cuentas camren shippers y fans de las armonías. Me recomendais alguna? ,NONE
"@ManuelaCarmena necesitamos fuentes con pitorro en Vallecas, que la mayoría están rotas  @MADRID",N
"@Tyucan1 lo mismo puedo decir de tu fanart  y por cierto, tu cómic, muy divertido!",P
"@RSD_Spain menudo honor!! Me pilláis justo de vacaciones, pero a la vuelta hablamos ",N
"@jramonfernandez @DianaMarqus1 vamos, que hay normas absurdas y muchas se están levantando, pero hay que estratificar ",N
"He decidido empezar a procesar las fotos macro del verano 
https://t.co/M7NkkPI4f2 https://t.co/K0HOtoDz4c",NONE
"6 momentos en los que usar lentes de contacto es simplemente mejor  ¡Feliz lunes! 
https://t.co/x06G1nkaH1 #optometria #lentesdecontacto",NONE
"Algunos están Sad 24/7
Otros están Indignados 24/7

Yo estoy Cachondo 24/7
",NEU
"@umaprepon @beyondhell_ @ohwowfuckyou_ 
No os habéis dado cuenta de que la puesto El verdaderx fotógrafx...EL solo puede ir con masculino ",N
"Hoy, en las desventuras de Albert

Sin agua que salga de ningún grifo en el piso. Ha decidido que no sale hasta nuevo aviso ",N
"@SrHador No estoy de acuerd retwitteo cuando creo conveniente, pero aporto mi opinión citando y divulgando, y así seguiré  @EnekoHumor",N
"¡Buenos días! Aquí andamos, con el Síndrome post-Uncharted 4 :S
Necesito jugar los 5 de golpe... Peeeero no hay tiempo ",P
Alguien sabe como o dnd comprar la camiseta roja de la Vuelta que llevan l@s trabajador@s de Carrefour? Gracias  #PelotónCarrefour,NONE
Mañana vuelvo a trabajar después de 15 días de vacaciones. Donde quedan los 3 meses de verano de pequeños?  #QueDuroEsSerAdulto,N
@teldcc_xoxo nenaaaaaa viste como me va creciendo la enana ?? Se te extraña un buen wey..enserio  esas platicas nos falta...Gracias❤❤,P
"@Zimlaar ¿Solo te preocupa el número de followers? Me lo imaginaba... jaja 😂
Ellos mismos piden que haga quedada ",NEU
@o_clinico y según tu ojo crítico  debe abrir toda la ciudad o solo zona puerto-anaga-plaza España?,NONE
Las mejores fotos son las que no se ven  ✨🌟,P
"Es increíble y tal pero no , no voy a ir al TH ",NEU
"a to esto, el tio de ono no ha venio ",N
Es que me lo como de lo bonito que es ,P
"@IgnacioJurado a mi a las 8.15 que son las 7.15, no too bad ",NONE
Tendréis hoy vídeo a las 12 y a las 15 ,NONE
"Tanto sad, tanto sad...
Pues yo también estoy muy sad hoy ",N
@noseashetero 1000/10 de verdad a ti que voy a decir petarda que te quiero más que a mí mismo  ✨,P
"@Hanita_chan nfin, no puede ser peor que un minikayato 
Clauyato is real",N
"@CainQ yo he subido una en gayumbos hace nada. Qué poco me lees paisana 

  @Ichabod1880",N
"Vale entiendo, no he estado rápido en la bajada, pero hay es donde habría que haber entrado  

@ivanovlaguna",N
"que le pasa a mi tumblrr o.O
se ha vuelto extraño, no sale la musica ",N
"@Fourty35 

Es este chisme, que no expresa los matices. No era la idea el elemento cortante.

",N
"Un vibrador que nos estudia...se adapta a nuestras necesidades.
Lo mejor del #Verano este #juguete inteligente 

https://t.co/VLgBuWnYX7",P
"@gilthoniel_1987 Si estoy trabajando 😭, con vistas eso sí. Buenos días!! ",NEU
@IleniaGarcia @LauraHerreraCb @Caro96lina @LaraRMartin HAHAHAHHA MMM NOS VAMOS EN 2 semanas y no tenemos ni hotel Pa la primera noche 😂😂😂 ,N
"Aquí tenéis el segundo vídeo del día  14 días para tener PES 2017 y la demo de FIFA 17!! WUOUUOO 

https://t.co/8hh6Fu6kRB",P
"Lo que ma el ser optimista que hay en mi (qUE LO HAY AUNQUE SEA MINÚSCULO)
Lo que meno el hecho de no confiar  https://t.co/OafLkK91G2",NEU
"¡Eh @rccelta_oficial, #GuidettiNoSeVende! 

Pero entre nosotros... Si lo vendéis, mandarlo para Valencia eh  #AmuntValencia #HalaCelta",P
"La persona vale para algo. Otra cosa es que no te creas lo maravilloso y ese arte que puedes desplegar..fingelo hasta que se exprese.
",P
"15. No me gusta el término  
16. Meh 
17. Depende de qué
18. No 
19 Un perrete prechiocho 
20. No
21. No
22. El año pasado",NONE
"tengo muchas ganas de mimitos, y sabia que pasaria y ahora pos 
a ser fuerte o algo",N
"la verdadera eriichii me hubiera dado besitos
SO MARRANA ",N
"@hectorboigues ay, pues gracias... 
Al menos tú sí lo ves como algo ingenioso... Ayer me dijeron que tenía un insufrible sarcasmo ácido ",NEU
"Un poquito de Ministerio del Tiempo y a dormir, que mañana hay que hacer muchas cosas 
Bona nit",P
"@SonrieXRIZ ya  Si algún día soy rica te llevo conmigo a verlo a donde sea, promesita 👉👈",P
"Lo mejor de todo...la felicidad  
felices porque pronto veremos la boda de J&P… https://t.co/RXtpPrcVe7",P
"@Shiroychi ¡#Nunca! ^^
Lo hablaremos, lo hablaremos. ^^
Seguro que coincidimos en más de una convención. ",P
"¡Ya hemos contactado con los ganadores de #YosoyMTVJammingVibe!
Atentos porque mañana lanzamos nuevo #concurso  https://t.co/K0xoobBiM3",NONE
@henryancat tio es que esta el librillo recien comprao der chino y me toca la polla 😂😂 vente pa casa te doy un piti ,N
"@insumisiones Es asqueroso esto. Amiguitos de mi ex diciendo que normal que me pegase porque ""tengo mucha mala leche."" 
Increíble.",N
 alguien sabe donde puedo intercambiar photocards de exo? o-o,NONE
"AHHH
Todo el mundo me manda audios y no puedo escuchar canciones tranquila ",N
"Ha ardido una caravana aparcada al lado de la playa  
Fuego ya sofocado por los bomberos @… https://t.co/LgbW9ryGWy",NONE
"Mi última partida jugada, con Sona support.
La grandes razones para jugar Sona 

https://t.co/2rgmMeAFIs",P
"Voy a soñar con fórmulas matemáticas, historia del mundo y la pasiva en inglés 
*le explotará la cabesa*",N
"que cansado me tenes albacete... que cansado!!  

sino vuelvo a rosario en verano........... ojo.",N
"La regla me esta destrzando el cuerpo
Quiero vomitar, me duele la tripa, la cabeza, tengo fiebre y estoy mareada y pf ",N
"@carlosgterol @MataTweet Si, ayer estuvimos reunidos en Moncloa, pero al final habrá que repetir elecciones ... 😂😂😂 Está que responde! ",NONE
"Ya es oficia nos quedamos sin Konoplyanka en @LaLiga 

Eso sí, será una alternativa barata a Reus en la Bundes https://t.co/mvOqHl4p53",N
"Con ganas ya de que llegue septiembre 
Y comenzamos mañana nueva temporada en @DelecturaOblig. 
#adiosagosto",P
@Sr_Zeta hola vengo de intagram  en verdad ya te seguia pero hola igualmente🙄❤️,P
"""No tenemos la sensación de ir a un trabajo"", din os @PIXIES 
Eu na ofi lendo o @rockdelux, tampouco a teño  https://t.co/MEG8DZVVTn",P
"@BenitoVGC el Sabueso es muy malo, el leñador mola 

Quiero minero y mago de hielo ",NEU
"@manuelortegama4 se llama Wolf, es la mascota #SeSalen en apoyo a los deportistas paralímpicos 
Más inf https://t.co/KQl89uDr3h 😃",NONE
"@policia. ""Precaución amigo conductor que la senda es peligrosa...."".
Lo importante es llegar. ",NONE
"No silencio lo que calla. Es la vida suspendida hasta que brotan las ganas de bailarla. 

#creatividad https://t.co/VXMZt8AVyJ",NONE
Qué bonito es ser mujer  y que te joda los planes que tenias  y que te despierte el dolor de ovarios  😡😡😡😡,N
